"M00000300","M00000302","M00000304","M00000305","M00000298","M00000297","M00000299","M00000301","M00000303","M00000306","M00000307","M00000308","M00000019","M00000020","M00000021","M00000022","M00000002","M00000001","M00000003","M00000004","M00000007","M00000005","M00000006","M00000008","Gene"
5852.1803898,6033.479,2857.002,4153.0902,5760.996,1346.0088,6546.91108882,5202.088075,3614.9993,4653.28992643,4254.430251922,2413.540411466,3664.957,6252.988,6971.42974542,7367.2800135014,5939.1098,4902.212991,6725.177265,7295.813,6596.31935,6839.83641,6249.036,11538.02065,"DGKD"
250.886,374.145,384.37,417.873,202.753,249.403,165.02,446.368,379.806,559.118,364.853,401.47,416.974,662.523,1126.18,868.151,840.15,684.042,1154.59,1594.47,1852.96,1303.28,1181.4,2970.93,"DGKE"
1385,641.19522,328.0555,767.15849921,696.0390127652,201.0886,247.064010677,628.432,515.232706,726.30186,607,528.011,316.332929,485.323,239.04167,384.122,542.465,325.5041109341,274.5904,200.323286,393.14722,202.02980002403,382.2786,268.364553,"DGKG"
148.071000436822,302.991300317846,228.832,171.495637962625,221.3471,85.646602691,87.6349900967899,360.641136726176,274.722432102385,396.261792,244.973725346106,211.6666,291.254433493537,581.90036,1020.11308793743,764.89444150719,599.864600296629,492.86591,672.40829,1003.952335829,1596.69912,853.2814239705,905.551474844698,2697.7474211998,"DGKH"
0,0,0,0,0,0,0,0,8.00473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00008,"DGKI"
19,3,2,1,3,35.1095,2,14,1,6,39.0013,0,138.225,194,20,105,20,293,80,59,223,88,68.0067,317.007,"DGKK"
1151.35,1406.34,731.517,800.017,453.472,820,320.979,1411.25,583.121,867.557,1565.11,774.231,1146.79,2624.2,2033.15,2525.72,2816.51,1681.67,2481.54,3788.31,3006.54,3344.45,2778.77,2727.16,"DGKQ"
6709.7948,6876.9986,6081.0005,6826.1906,5061.165,2080.8411,3357.848,5413.8995,3725.8645,4228.8846,4571.7422,5177.8763,6054.666,10119.48,10629.18,10681.327,9773.165,7175.0864,8612.017,8789.443,8020.306,9538.087,7714.163,11359.8,"DGKZ"
287.121,231.4272,232.474,352.677,276.355,133.7877,72.9589,164.3789,230.0589,166.90795371,278.603,317.397,159.4546,332.085,275.277644,279.256,329.356,186.8809,262.7034,219.2079,259.3466,247.1322,255.4065,494.3965,"DGUOK"
13.0242,19.0492,10.1754,34.701,1.94073,0,1.93479,13.0833,38.4761,9.02462,11.9957,7.70418,1.48425,8.03843,13.0539,15,15.0025,20.3651,9.04926,0,16.2845,0,0,4.53625,"DGUOK-AS1"
1812,1365.6,735,1777,734,460,91,802.413,1326,1064.12,747,1485.7,132,519,263,403,274.651,270.123,214.093,198,374.298,250.731,221.634,631.085,"DHCR24"
1757.57,712.18,560,1067.24,2207.39,231.363,680.659,469.635,874,764.123,699.631,574.969,186.982,310.044,311,318,100.602,131,194,199,228.729,247.484,189,421.592,"DHCR7"
302.0226,335.61906,346.3466,434.9907,277.3182,148.4258,197.879,258.7356,330.3082,306.0687,385.88928,411.024,305.1289,624.7705,539.6852,734.7796,620.846,480.8558,649.677,575.5921,616.6493,561.647,628.3423,961.085,"DHDDS"
5,5,3.00025,4,1,2,3,9,2,4.0047,2.00032,2.00029,4,6.001,5,15,10,9,12,3,9,8,4,13,"DHDH"
4378.7899,2226.89447,2326.6003,5051.33,1435.005,674.3745,600.303,1456.02,5724.1045,2204.2431,2030.92,3694.0048,396.574,799.5159,727.1146,1016.3342,905.6339,521.028,968.4667,649.5959,1284.59331,761.6321,771.6954,1386.79,"DHFR"
46.3207,49.4123,46.7,56.356,72.0222,19.0028,24.0372,59.7058,77.6532,53.6088,70.0965,113.5244,178.3668,466.435,331.6032,392.2782,541.626,340.1977,447.1101,435.9005,593.56,383.6325,444.113,923.582,"DHFRL1"
3.25492,7.10937,3.02142,6.03329,3.05502,0,0,3.19353,42.0338,10.2646,3.01135,6.37307,3.00021,0,5.33824,0,67.6406,0,0,0,0,14.0409,0,42.8468,"DHH"
191.377,246.094,235.431,229.743,70.1281,67.6173,30.4377,131.471,264.131,98.5503,115.815,414.45,183.506,239.69,282.284,285.701,276.484,270.417,353.733,376.619,440.147,345.597,307.972,614.538,"DHODH"
1176.7063,1059.71575,916.1796,1615.4461,789.65403,439.80899,285.146,818.48916,933.64039,720.4288,1140.8493,1223.0901,631.44329,1184.6235,1241.888,1378.89061,1201.1377,796.6944,1345.3678,1194.2556,1288.0093,1417.64718,1059.4147,1633.4889,"DHPS"
233.70364,237.387,189.0093,259.22,430.0353,120,259.8839,244.0219,240,206.0147,282.75649,365.83821,291,272.00939,515.5821,646.8148,734.0944,435.36,578.4434,547.644,571.354,560.33902,683.40052,938.0319,"DHRS1"
227,279,244,415,70,81,41,154,656,326,308.259,698.231,33,79.0182,71.0298,87,77.0236,49,79,65,72,62,63.0007,107.135,"DHRS11"
169,191.0352,217.191,157.0188,91.0068,57.99995,62.03095,200.1323,165.1916,80.0049,191.007,242.0734,179.9999,304.0912,353.0568,318.2892,989.337,933.467,289.4676,355.9656,399.5467,308.2239,374.9468,594.2408,"DHRS12"
598.21,623.017,313.025,432.447,617.351,132.202,468.474,492.153,2157.18,944.229,635.082,656.56,262,416.436,372.3,408.454,930.294,1482.65,430.202,314.924,360.417,367.139,384.233,620.214,"DHRS13"
7.0238921482,1.18079531777,0,8.00102,1.56815921112,1.00108454971,0,5.53022492035,2,11.7963747024,0.99999976021,1.003313501,0,4.0000049922,0,0.99999988205,0,5.0005910439,0,2.000171,5.01150468273,6.18564,0,3.00039,"DHRS2"
152.616,253.272,419.356,759.754,288.141,189.894,507.7,174.132,451.937,426.023,434.079,123.619,328.351,695.405,479.091,644.362,437.828,287.852,474.415,490.284,614.231,751.141,436.068,826.111,"DHRS3"
538.30657,693.57665,660.7368,1160.795,301.49434,419.2637,111.3896,579.03639,398.32544,522.86878,726.25253,671.772053138,588.98154,765.357448,614.50604,1061.02239,851.4454,432.25433,754.7052,562.90453,672.61041,726.99097,705.75530115031,921.0166,"DHRS4"
28.0657,75.9853,19.0616,124.237,32.8568,21.0072,26.8483,63.3928,173.273,69.7538,151.091,95.8395,89.4298,236.798,222.945,306.757,480.941,462.572,292.145,182.381,403.331,243.01,216.078,675.398,"DHRS4-AS1"
397.1614,428.10115,457.96380047062,1010.9129,178.45361,238.584,74.3680300295295,427.595865,315.8606,326.9546,401.132,517.15067,349.3628,421.2321747,312.3036,571.991,522.6651,38.1547000987427,265.2765,116.6207,309.136900010853,231.0429,288.0582,408.092,"DHRS4L2"
2002.99,1095,1576.8,2222.11,2569.81,675,1865.86,1086.28,734,974.768,1910.75,1430.34,1578.4,3255.64,1909.79,2667.68,6249.15,3633.31,1941.67,1561.32,2745.19,1825.23,2357.54,3415.19,"DHRS7"
224,188.844,116,252.054,115,39,47,99.3015,216.491,159.088,289,222,197,274.805,178.534,273.16,328.562,238.209,228,161.101,228.818,146,273.606,217.547,"DHRS7B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DHRS7C"
84.1582,92.0012,172.0023,64.99999677958,171.01327,34.99992494403,72.1345,46.9999,21,13,24.01007,80.0005,90.0372559882,140.0194,108.0012,210.14195,1384.7668,1263.931,177.2765,128.155,274.38822,157.224,331.85,197.1998,"DHRS9"
352.454,364.451,358.186,436.175,353.665,160.188,140.354,324.968,230.53,261.71,356.547,434.423,212.175,364.696,300.694,357.367,496.708,418.745,273.029,203.48,287.945,193.003,221.91,317.652,"DHRSX"
696.06,821.476,625.706,731.84,436.933,383.01,174.599,579.378,873.219,348.37,577.801,840.031,506.105,1054.01,1039.9,1168.15,2309.3,1767.15,1272.8,998.514,1800.39,1095.31,1260.97,2000.3,"DHTKD1"
2405.96,2869,3063.43,4048.53,2376.7,1137,2726,2337.87,3487.6,3540.16,3512.82,3569.9,2235,3939.3,3766.9,4168.7,3878.14,2842.17,3395.31,3004.59,4854.89,3169,3651.61,6759.92,"DHX15"
762.437,943.759,650.349,791.02,858.453,322.477,384.399,674.473,926.919,699.122,1004.53,1069.66,920.637,1623.62,1780.01,1927.91,2509.82,2166.52,2349.9,2095.94,2383.61,2158.65,2292.99,2996.28,"DHX16"
1143.28,808.369,523.822,670.447,592.538,204.506,368.218,618.958,1454.15,593.185,1114.31,669.092,618.473,953.549,640.811,920.383,754.087,403.176,711.117,343.381,877.137,576.936,793.245,901.684,"DHX29"
733.5442,1137.6731,1022.6436,1005.4935,719.6939,302.105888,505.2906,943.6417,1765.987,1127.6084,1208.7286,1514.4098,1357.2613,2116.5629,2480.7875,2649.9356,1931.823,1414.221,2140.7095,2119.599,2115.433,2494.946,1987.415,3360.847,"DHX30"
225.717,229.36,377.85,412.895,196.032,104.997,97.8369,236.302,516.858,196.789,353.311,676.515,274.307,564.163,417.801,510.699,399.83,181.841,336.934,264.159,472.542,226.877,427.361,724.077,"DHX32"
512.173,565.0215,407.176,569.245,278.645,138.2792404,139.1488,457.3543,845.306,398.045,508.483,1099.228,547.455,796.292,833.247,840.154,704.257,645.955,781.2439,789.422,1108.189,778.432,858.712,1617.536,"DHX33"
1441.19,860.022,723.079,838,2676.81,283.027,1404.86,650.033,781.257,657.061,500.532,1142.05,641.035,1008.27,1084.73,1137.65,5251.4,4890.25,1066.06,915.981,986.062,1041.75,1042.6,1227.32,"DHX34"
231.5777,240.810603408,437.323,596.8116,186.7924,117.7333,301.1791,244.197000138789,278.4323,296.9708,315.278,455.0599,216.456,419.267,333.035,471.377,332.669,285.052,271.027,393.989,391.188,408.982,381.1396,490.7169,"DHX35"
605,930.335,1089.06,1106.05,1208,368,1271.51,711.19,759.150000574264,999.274,1148.35,920.05,1229,1976.45,1777.44,1894.4435,1554.53,1185.33000008476,1317.00000226508,1321.09,2189.25,1249.0700334804,1593.52,3047.11,"DHX36"
867,1105.41,1221.13,2048,440.052,374.181,450.036,764.024,1198.12,983.047,1048,1426.06,747.46,1279.24,1314.39,1365.86,877.944,636.178,928.017,960.163,941.59,1080.02,858.076,1447.66,"DHX37"
1676,2274.05,1776.26,2329,1455,650.13,1576.88,1621,1966.74,2116.52,2031.15,2089.36,1916,3041.3,3297.22,3487.62,3473.46,3096.62,3389.3,3373.89,3359.78,3651.74,3194.65,4563.09,"DHX38"
991.6851,1010.70000001376,1564.59,1624.05,1519.95,644.8948622,1025.77,872.8880873,1237.61,1241.01,1826.53,1478.92,1081.4,1714.29,1587.1,1915.41,2487.1,1641.97,1387.87,1179.19,1865.65,1038.27,1459.42,2465.78,"DHX40"
120.223,160.943,357.888,294.303,229.053,71.1025,105.142,267.61,240.183,248.64,200.613,398.454,801.996,1330.54,1118.24,1488.15,872.931,648.594,537.923,545.584,1072.01,661.545,1166.61,1474.98,"DHX57"
409,521.007,581,577,496.031,229,273,641.582,305,432,713.08,404.088,508,865.709,932.611,1176,822.164,793.888,842.355,1049.57,856.968,1111.93,990.813,1313.68,"DHX58"
895.6143,703.5393,756.8045,882.8244,691.0211,430.4548,908.99,355.35,840.0933,842.832,944.91,512.8956,905.844,1801.3464,1351.19,1733.2014,2044.1525,1688.16,1297.5269,930.082,1356.38,1106.42,1469.28,2052.78,"DHX8"
4477.75,4714.22,4736.15,7096.44,1692.87,2159.3,2274.1,3251.75,8607.32,5166.81,5655.07,5947.72,4182.5,7224.8,6916.07,7224.91,5454.81,3854.22,4755.83,4111.32,6084.6,4557.19,5063.12,9580.42,"DHX9"
846.92663,697.3937,719.5049,1334.2451,424.2547,274.89856,653.37415,564.09131,729.8547,679.10749,844.29075,793.1149,544.23193,951.9324,792.6381,904.1512,993.1533,758.46027,714.0429,659.45795,934.46375,747.001,786.5354,1310.3771,"DIABLO"
11565.36,9765.987,6622.372,11170.54,12723.752,3929.014,7885.962,10874.418,6516.018,9237.273,11086.932,6839.2,9061.785,21294.06,16665.44,18488.95,17708.93,13039.12,13625.277,11661.15,16447.97,13523.9,14362.26,23586.67,"DIAPH1"
1696.004,924,1033.152,1909,2447.396,681.0005,842.461,615.0003,561.679,795.9997,1176.002,1025.681,596,1062,791,1128.721,641.681,380.41,625.169,513.004,942.126,555,700.245,997.141,"DIAPH2"
2.38919,10.2522,0,3.01926,0,0,0,0,0,1,0,0,0,2.00065,0,0,0,53.4573,0,82.4087,0,0,0,68.1282,"DIAPH2-AS1"
384.4078,213.009833,142.1409,284.02566,271.00727,26.0012,174.0247630666,101.032992207993,994.2813,302.34085,167.0078198498,316.0047,4.0000000326994,16.00550748522,5.00062871,10.0061,4.0005300412085,12.004200493017,9.0032,5.00907014921,15.0155900163117,6.0022100792851,6.008746201733,10.003,"DIAPH3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DIAPH3-AS1"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DIAPH3-AS2"
1346.5717,1618.07000013715,1558.9570892385,1836.8955,2389.8280336386,1005.4589,1998.1865,2035.5675,1477.27600009222,1948.70340057544,2061.3009,2305.12400094529,3162.6700713672,6033.3479000138,5626.499,6214.44560001073,10027.8740000693,9954.111,4095.15410111268,3634.2225,6368.983618806,3965.0100099522,5072.854551257,9701.3190399758,"DICER1"
47.411,36.9584,38.5798,98.6718,36.3586,28.8525,9.01725,31.4114,77.276,42.019,42.7665,47.7844,9.07134,14.1767,34.6702,32.2591,88.6879,95.8382,97.7372,64.1455,76.0722,100.802,50.0529,140.21,"DICER1-AS1"
1441.00244601458,1677.78766065,1247.61211699,1275.738080037,1531.096535847,468.06498742,1268.04444253,1149.133,1305.0209,1110.61102755,1277.67030583088,2225.83501,2244.51968,4041.08,5964.3534,5390.04580506685,4940.635,3880.804,5131.735,5095.267,4595.44,3717.483,4837.212,9777.846,"DIDO1"
109.115,161.59,258.158,195.972,75.2655,64.0599,47.6232,146.971,450.439,191.014,164.562,383.592,494.081,1104.19,1177.33,1003.59,746.816,563.295,841.499,867.801,1115.1,1023.06,1078.17,2497.16,"DIEXF"
762.749,808.933,714.613,1018.23,258.256,327.795,228.505,664.457,1040.43,595.781,944.271,978.096,759.361,1107.87,1072.85,1150.09,1039.71,483.299,849.152,811.361,1128.51,887.868,933.752,1985.55,"DIMT1"
4,0,0,0,0,4,0,0,4,0,0,0,0,8,6,4,7,12.59784,7,0,17.057838,9.9673114,7.55474,15.1557,"DIO1"
0,1.00074,0,3.0004,0,0,0,0,0,4.9818,0,0,0,0,4.3378,0,0,8.00368,0,0,1.00028,0,0,0,"DIO2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03762,0,0,0,"DIO2-AS1"
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"DIO3"
2115.1419,1880.066,1437.36380086541,1307.40370003025,2173.619402549,569.689,957.8900280959,1786.80480007705,883.00945111913,1450.2015136204,1309.6491135471,1344.49160612825,1793.50930050571,4656.58660443561,5817.68270128823,4048.7454586708,4051.0717,4242.6253806788,6654.11249676,5032.3131774,5815.6522,3851.96283892,3486.316782601,9272.908100665,"DIP2A"
10.1735,18,24,15.1643,13,0,16.3158,14,8.14082,20,15,2,2,3.01404,3,3,0,9,0,0,0,0,0,0,"DIP2A-IT1"
1508.04,1585.13,1444,1807.01,1681,706.061,2017.1,1222.6,1276.35,1427,1874.31,1117.05,1632.97,3173.27,3124.39,3212.17,4552.19,3924.73,2034.13,2025.05,3195.01,1852,2520,4766.77,"DIP2B"
11.7141,19.0431,28.0493,22.0412,5.12541,24.0065,1.00023,56.7098,8.02777,32.4087,24.0414,11.0247,108.328,196.097,275.384,312.662,277.4,98.3112,271.445,223.796,192.845,229.147,165.202,468.648,"DIP2C"
142,108.015,146.13,320.008,31.0052,111.083,44.0098,126.472,167.024,190.066,163,124.114,20.017,26.0053,50.1762,51.006,36.0064,21.0009,21.0071,29,30.0075,30,42.0171,98.0366,"DIRAS1"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,2,0,0,0,1.00042,0,"DIRAS2"
9,8,1,3,1,0,1,8,2,2,2,15,0,0,0,1,0,0,0,0,0,0,2,0,"DIRAS3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DIRC1"
394.525,229,306,278,1006,140.013,963.686,195.11,89.0908,172,291,164.009,296,553.687,425.881,498.11,715.886,721.005,392,265.407,588,191.915,455,672.082,"DIRC2"
954.398,1062.292,1186.061,1865.487,637.678,692.714,912.211,814.296,1489.797,1323.578,1382.321,1066.679,1116.163,1765.515,1781.666,1798.293,1731.782,1397.288,1525.775,1545.177,2885.415,1351.957,1457.737,3444.66,"DIS3"
485.131,665.76,662.386,741.727,262.3768,314.6164,232.7507,416.545000157156,748.4063,447.558,714.5270110043,823.5466,620.25,1141.838,1224.26000002929,1186.90118333,656.246,531.646128179,948.092,1020.823,1422.7987,898.1792,1162.265,2784.542,"DIS3L"
426.132,454.8804,466.0358,636.1968,280.00293,169.60619,102.07859,373.2619,510.3962,351.8123,438.00408,667.456,446.6493,712.709,864.827,781.324,566.121,422.313,696.824,721.568,775.047,776.553,707.773,1149.723,"DIS3L2"
269.181206,403.5574,460.9206753263,651.2728,563.81226319953,232.835760923441,37.414835358213,335.6124,347.600279355349,245.60698,369.76504,283.05944,873.6497459,912.585550113574,1126.9562100571,1123.91389,1226.985249,817.562698558,561.65668,832.09516666,943.02703001681,648.0587703967,774.64418,1083.84633508459,"DISC1"
5.02463,2.00068,3.24631,2.29466,4.86598,1.0008,0,6.19198,0,0,1.11244,6.1921,3.03063,8.20577,20.4761,5.63826,33.6754,15.9616,25.807,41.1036,73.1064,1.00013,19.5119,60.5787,"DISC1-IT1"
2,5,3,7.10767,0,0,0,0,13.0212,4,5.00526,17.42,1,0,3.17424,1.12226,2.14068,0,0,0,2.00938,0,0,5.15261,"DISC1FP1"
38.0002,1.52127e-08,24.6698,33.2464,11.0002,30.403,2.93058,0,38.6429,0,24.0008,44.5714,69.4532,123.168,60.9436,0,79.4307,49.329,16.4143,0,139.126,88.0805,32.6034,192.245,"DISP1"
29.0032,42.1236,10.0004,15.0466,9.00031,8.00242,5.00097,20.2834,25.1926,19.2874,12.099,58.0176,15.0017,22.0085,40.5961,47.3144,43.0047,42.0095,30.1728,49.2149,62.2499,63.0184,29.1263,93.0115,"DISP2"
53.1302,58.4009,54.28202,206.257,35.09529,13.10729937355,24.47542,87.8264,150.16048,72.687,42.32486,184.7762,27.34929,74.49371,89.30304,107.75962,95.48548,89.01533,100.1731,86.083030211,207.284170025119,80.66863,107.75201,201.8073573,"DIXDC1"
1071.6805,1475.44,1750.919,1737.849,563.973,298.0012,438.929,746.141,2449.175,831.611,1689.618,3258.544,962.5571,1427.0742,1287.582,1610.859,1635.68,823.985,1177.182,969.28,1375.876,1218.613,1195.004,2232.953,"DKC1"
5.56042,16.0482,19.1234,26.5956,0,2.00108,0,8.25905,10.0188,14.0969,11.3133,32.0897,0,0,7.36982,1.00998,0,0,3.00999,0,0,0,0,0,"DKFZP434A062"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00013,0,0,1.00004,0,0,0,0,0,0,"DKFZP434H168"
33.035,65.2157,35.0307,47.044,27.1163,20.0721,20.1562,40.1295,38.0565,70.533,45.186,99.4511,44.1322,74.1681,121.263,165.233,212.945,186.304,198.09,204.178,280.397,222.384,213.492,420.137,"DKFZP434I0714"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"DKFZp434J0226"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"DKFZP434K028"
14.2371,1.00505,13.2441,15.1346,0,6.04941,0,6.07657,5.11135,20.8226,11.3807,6.01768,6.01802,0,16.7293,12.0932,71.9824,63.6654,25.6419,58.8404,99.5329,69.0447,87.4645,60.8299,"DKFZP434L187"
2,0,0,0,1,0,1,0,0,4,1,0,0,2.0009,0,5.00067,1,0,0,2,5,3.00316,0,1,"DKFZp779M0652"
18,7,2,16,3,10,1,7.45001,11,44,8,9,0,0,0,0,0,0,0,0,1,0,1,1,"DKK1"
2.00079,7,0,0,0,2,0,2,2,0,3,6,7,27.0002,8.02376,30.3164,1,7,1,6,12.0001,13,6,4.00277,"DKK2"
0,0,0,0,0,0,0,0,0,9.40187,0,0,15.4072,0,15.36,30.7037,0,0,15.1077,15.1453,0,30.3366,0,0,"DKK3"
0,2,1,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"DKK4"
3,0,0,0,0,0,0,0,0,1.02375,0,3,0,0,3.02266,1.00001,2.06924,0,0,1.00175,0,0,0,0,"DKKL1"
643.846,693,685.946,854.986,380.991,182.398,227.016,479.092,1109.05,507,920.523,1065.48,714,1121.61,1015.91,1149.03,784.269,407.353,679.01,663,885,743,780.885,1300.8,"DLAT"
751.647,575.264,684.567,2160.111899,174.837,183.226,134.539,461.326,1076.60000167068,879.836,726.984,1076.2,11.0156,141.453,22.695211,43.954194,4.1657507153,1.26651,38.050229883,0,40.25675414,0,1.18581e-05,51.259,"DLC1"
1695.2663,1721.9986,2297.9981,2947.5448,1908.6247,568.4804,1654.4767,1084.00058,2442.148,1537.0016,2361.874,1892.8566,1004,1694.8,1427.94913,1753,1752.32,1210.0069,1240.9973,1057.66277,1731.4263,1051.444,1450.65,2278.03,"DLD"
11.701,41.2804,40.7805,0,0,18.0775,39,21.2822,0,1.20624,29.3827,5.98394,1.20918e-06,0.05445309,33.0530932,48.0934,277.131,63.84501,82.9921,121.20672531,275.9482,213.256,283.79,241.45217455,"DLEC1"
1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"DLEU1-AS1"
44.0059,15.0076,19.662,7.70573,32.7203,4.04983,62.0154,23.0342,9.00857,6.00978,14.0079,52.3276,150.011,119.024,115.374,164.103,119.871,109.383,94.1654,79.0822,119.122,49.0598,117.198,93.9791,"DLEU7"
0,1.05107,2.05965,2.03893,0,0,0,13.1856,0,0,2.06179,2.13392,5.49328,5.23729,5.05977,5.12734,12.4899,9.05347,20.664,46.8144,82.0194,40.4488,50.3479,73.2056,"DLEU7-AS1"
1284.01356,1269.9929,1316.00081,1501.9566,700.95875,686,570.00002,1158.70195,976.9429,1329.9953,1269.9954,1057.9936,973.0012,1692.6213,1841.4259,1845.43491,1642.88733,1049.41800017365,1507.887,1428.55822001198,2250.54336,1534.25704005243,1703.9572,3477.7871,"DLG1"
3,3.00923,1,4.04377,3.04628,2.00968,0,0,3.03175,2.00565,2.00802,2.00619,0,0,1.00178,0,0,0,0,1.00047,1.00172,1.00007,1.01983,1.00398,"DLG1-AS1"
0,0,0,0,4.20006,0,0,0,0,0,1.30236,1,0,0,1.112828316,0,0,2.3213,0,0,0,0,0,5.44744,"DLG2"
80.0223,74.0873,115,141.0002,32.19185,54.0003,64.0049,121.00934,118.4167,171.162,227.0006,125.0501,203.99963,506.03924,464.0894,389,491.40459,258.119,318.49,394.342,547.0375,429.0401,416,885.36307,"DLG3"
0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,2,2,3,0,3,0,0,4,8,"DLG3-AS1"
553.137,303.283,506.7,630.646,392.972,233.416,71.9541,226.58,347.373,336.626,353.678,232.714,91.8788,99.1173,86.1576,238.109,82.9298,46.075,112.089,119.145,100.489,129.716,184.365,98.2138,"DLG4"
169.032,196.056,192.011,433,92,141,73.0043,140,201.022,376.025,159,254.118,116.006,648.038,377,494.074,257,699.217,657,787,726.44,682.029,637.131,781.159,"DLG5"
2,4,1.99999566939,10,1,0,0.9999996266218,14.00005,1.0000003941464,0,8,2,3,1,8.0000770663742,6.85376563,12.6008386,2,3,3.9999961846743,7.00034756606,4,9.000543829937,3.000003,"DLGAP1"
7,3,13,7,0,0,2,1,0,3,5,4,2,3,4,2,4,4,20,5,11,4,12,20,"DLGAP1-AS3"
1,3,2,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"DLGAP1-AS4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DLGAP2-AS1"
34,28,42.0053,73,24.0032,27.006,13.0341,24,25.0035,17.0039,42.003,46,51.0083,77.8048,77,74.0032,46.0035,32,52,34,53.0501,44.0191,47,68.03,"DLGAP3"
1238.8404,1139.76586,863.0004,1732.7057,1434.357,523.0021,255.01098,1075.4288,1032.0005,1011.70692,1142.0009,1130.996,983.03933,1863.4657,1759.7606,1891.8442,2530.224,1689.9081,1600.9988,1453.7452,1677.6806,1676.2763,1586.5444,2393.8111,"DLGAP4"
12.3791,16.0483,28.0036,41.041,11.0024,11,4,10.1645,18.4766,13.2733,14.0174,53.0027,6.02825,5.00893,18.0364,21.1268,17.0571,8.00698,16.0012,21.1021,32.2436,15.018,8.00135,44.9039,"DLGAP4-AS1"
636.0001,545.1978,201.0008,658.056,562.001,30,409.3523,453.0005,2438.535,744.493,483.0159,564.004,10.0034,47.0639,40,40,27,15,39.00034,15.0005,27.001649,22.002,47.042,56,"DLGAP5"
1608.83,15.1909,22.0293,1435.67,182.157,26.002,55.0884,22.0494,291.045,479.458,91.0934,3308.99,3.00307,0,0,5.00419,0,0,0,0,0,0,0,10.0282,"DLK1"
16.32872,32.7299,16.3734,1.15389139895,13.12372,1.32350152102,10.6136,15.465180492085,1.00156252282,0,0,0,15.80407,30.2529,66.1913,63.34300739346,33.06160134089,4.4231312942,64.94638,52.48792,57.67713,50.62580319454,65.81791855,30.47847,"DLK2"
9.01344,60.0826,30.0063,23.0142,41.0391,7.00087,19.0374,52.3664,16.001,25.0817,45.0128,18.0009,88,68.0221,169.239,87.0123,102.024,98.1281,133.051,179.063,74.0709,98.0725,120.029,129.25,"DLL1"
2,6,1,2,0,3,0,0,0,1,1,2,3,4,2,5,3,2,4,2,2,1,2,5,"DLL3"
4.00042,0,4.00738,7.00553,6.01703,0,9.02576,0,3.0023,8.03109,1.00037,10.019,0,0,2.01437,0,6.06823,3.00054,0,0,4.06635,1.00014,4.00545,0,"DLL4"
1860.09,2572.91,2224.5,3541.56,1480.35,876.562,1511.54,1142.95,2344.21,2044.55,2034.98,2118.19,1546.62,2494.5,2003.49,2600.03,2500.05,1533.45,1600.76,2220.4,2298.51,2306.21,2276.73,3507.32,"DLST"
5,3.00011,0,5.00233,4.11405,0,2.00049,2.00268,2.00011,2.0169,6.004,0,0,0,0,0,0,2,0,0,4.00005,2,1.0001,0,"DLX1"
11.0002,6.00408,0,8.00003,3.00001,5.00105,3.00171,5.00045,5.00066,6.00038,6.00041,14.0001,0,0,0,2.00099,0,0,0,0,0,1,0,0,"DLX2"
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"DLX2-AS1"
0,0,0,0,0,1,0,0,0,0,0,1.00099,1,2,0,1.00007,0,0,3,0,0,0,0,3.0019,"DLX3"
14.01815,12,31.0215,37.00002,7.01836,9.02459,2.302173,16.00356,3,6.00067,37.00186,22,12,23.28595,20.00002,20.99998,12.0887,15.00433,30.00004,23.00002,28,22.00332,31.0048,17.05474,"DLX4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DLX5"
0,0,0,0,2,0,2.05363,0,0,0,0,1,0,0,0,0,0,9.25226,0,0,2,0,0,0,"DLX6"
208.0889,227.0017,186.8618,517.647,14.1732,113.4197,40.6573,163.31,169.4556,299.9212,381.723,333.035,154.81,245.184,370.499,227.3207,355.151,133.5815,350.3549,324.632,354.747,318.846,350.7455,503.017,"DMAP1"
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.9988994,0,0,0,0.9991479,1,"DMBT1"
