"M00000300","M00000302","M00000304","M00000305","M00000298","M00000297","M00000299","M00000301","M00000303","M00000306","M00000307","M00000308","M00000019","M00000020","M00000021","M00000022","M00000002","M00000001","M00000003","M00000004","M00000007","M00000005","M00000006","M00000008","Gene"
33,24,27,71,16,8,5,16,63,38,25,87.1035,3,5,10,10,8,5,10,9,18.0193,23,5,21,"DDX11-AS1"
9381.31,12651.52,6361.28,9288.72,12793.13,3934.83,5214.49,9288.65,10487.1,8308.1,9382.48,11942.86,8224.54,15354.75,26681.06,22996.21,36419.7,34765.4,32660.7,32442.5,43814,32468.7,32428.5,61039.9,"DDX17"
1225.14,1544,1498.02,2326,1021,667.313,557,1253,1935.12,1313.24,1687,2600.05,2343.15,4101.17,3836.46,4137.27,3874.29,2321.17,3083.19,2845.7,4368.44,3086.84,3418.8,6152.43,"DDX18"
594.059,718.478,640.786,1044.27,429.372,264.884,283.05,560.779,892.359,484.243,1043.9,1190.84,849.335,1566.55,1233.84,1565.81,1219.76,699.209,1162.6,995.285,1246.96,1196.77,1090.13,1869.61,"DDX19A"
968.6776395,930.435799,860.088000258582,1746.417352,786.3274,466.7381,765.6547994,599.417721,764.8631,691.4551,1397.8162,704.4425587072,650.56703,1077.3745,966.67654035,1066.69700353191,891.6495,524.2326,789.4385,680.664,1067.7745,740.3624,836.0432,1387.4091851,"DDX19B"
540,387.131,445,1165.65,325,311,468,360,575.005,603,683,424,445,821.002,647,799.615,818.645,564.035,734.068,675,903.358,622,726.204,1585.45,"DDX20"
5382.45,5481.133,5889.559,11498.213,7154.41,5031.0833,3481.6657,4345.734,6963.587,6413.3236,6372.2552,5831.7493,3405.6462,5662.289,4842.839,5673.0313,4977.7969,3049.9807,3885.1849,3582.5766,5797.072,3772.7012,4831.5967,7366.636,"DDX21"
1403.29,1561.11,1716.58,1888.82,1147.09,661,625.05,1250,2439.92,1116,1739.46,2905.16,2467,4579.48,4120.3,4661.74,4879.03,3785.28,4203.64,3682.16,4560.68,4277.36,4123.65,6665.81,"DDX23"
3322.04,2765.53,3095.13,5156.11,3061.97,2023,2086.52,2298.2,4209.21,4258.18,3720.54,2473.46,2530.64,5309.15,4866.47,5369.4,4803.1,2806.09,3914.58,3715.2,5004.62,4330.05,3967.06,8040.43,"DDX24"
1,0,10.0068,0,0,0,0,0,0,4.09177,4,4,1.00949,0,1,0,1.00007,0,0,0,0,0,0,0,"DDX25"
138.36,131.683,184.958,230.613,62.0131,8.0118,1.51052e-08,149.111,3.62333,45.0191,133.982,260.382,160.398,273.364,454.182,340.837,16.8502,230.308,144.608,146.777,102.328,211.607,75.2357,0.0662001,"DDX26B"
1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1.02266,0,0,"DDX26B-AS1"
863.407,1112.2,1204.74,1748.2,1083.96,487.229,342.442,731.383,1218.34,781.489,1297.86,1567.31,1122.13,2106.12,2077.92,2257.02,2064.35,1395.08,1827.17,1777.8,2115.07,1938.45,1701.32,3313.87,"DDX27"
372.823,395.844,605.959,1476.98,412.434,381.414,351.756,354.323,498.117,497.671,877.179,381.285,494.524,700.771,529.275,710.755,609.196,345.575,493.475,415.424,494.663,432.188,513.537,841.954,"DDX28"
66.04038,5.76244,37.3108,0,65.5951,41.1018,27.30019,6.7797101,27.6583,63.8612,64.6986,162.75736,172.63100184625,250.674,163.3225,197.792,201.742,158.552103836,245.718,133.719,158.9605,381.555,122.486,382.208,"DDX31"
2422.71,3217.76,3949.45,5156.72,1813.95,959.165,1645.58,2456.4,2951.56,3247.42,2646.16,2795.05,1246.29,1663.92,1816.28,1885.83,1699.28,1369.92,1833.67,1541.71,1644.82,2027.63,1623.39,2509.95,"DDX39A"
3538.57,6269.46,5229.64,5441.07,5146.15,2334.46,3476.863,4069.2,6103.69,4980.48,4335.11,6295.69,2964.923,4143.84,6339.81,6119.73,9186.77,8407.21,9622.95,10003.37,9006.68,10181.42,8725.1,14085.86,"DDX39B"
11793.702,4851.034,4807.5463,5913.8448,3787.7468,2654.9013,6069.228,4940.664,1982.451,3093.632,4382.718,3397.645,3085.8431,6970.988,6930.503,6908.9055,12799.679229,8024.841,6307.057,4582.452,8020.063,5200.77632,5775.4699,11731.515,"DDX3X"
1194.52,757.601,0,0,1036.88,530.836,983.822,0,338.287,1300.99,1381.41,863.0978,1021.38,0,6.00638,0,0,2333.04,0,0,0,0,0,0,"DDX3Y"
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"DDX4"
1927.06,1802.83,1449.3,2058.12,1867.53,559.419,678.731,1321.49,1734.29,1393.42,1742.41,2323.15,1173.97,1828.15,1613.69,1973.82,1594.27,1210.99,1504.46,1320.69,1488.84,1370.35,1373.22,2015.28,"DDX41"
2430.195,2828.245,3270.724,3543.533,2852.4948,1173.9566,2635.76,1896.285,2981.983,2499.675,3434.518,3296.123,2401.665,3832.774,4303.83,4786.223,4702.631,3588.324,4179.014,3915.191,5600.4,4177.675,4586.161,7964.958,"DDX42"
138,74,2.00323,11.0008,7,7.00469,88,12,85,30,12,119.173,59,29,12,19,57,62.0052,62,30,78,29.0028,100,76.1533,"DDX43"
2393.544,2303.933,2260.703,3221.2,1452.961,811.88,1040.9173,1743.254,2778.367,1865.649,3249.991,3216.008,2003.695,4000.268,3980.95,4075.022,4468.001,3082.088,3636.93,3278.605,5283.32,3354.568,3782.759,7307.27,"DDX46"
700.753,847.651,890.009,1583.132,540.585,655.821,379.03,665.765,1185.672,827.626,1053.629,882.7271,817.4812,1204.4781,1241.3196,1297.4067,1255.1741,772.835,1085.29,974.6092,1554.45,1068.024,1130.0457,2217.46,"DDX47"
1142.68,1167.82,1104.7,2100.65,911.07,363.217,333.638,797.625,1027.06,703.408,994.634,1191.09,676.722,920.794,870.946,1131.04,839.383,587.909,643.425,537.653,797.869,738.977,684.208,1015.63,"DDX49"
22945.4,20729.3,16615.2,21706.7,16339.1,10569.2,17721.8,18222.1,12872.8,18561.8,20132.1,11497.4,13107.1,18238.6,28044.9,30053.1,39472.8,38122.5,33450.9,29132.8,51727.8,37418.2,41156.9,80320.4,"DDX5"
912.136,1212.52,1449.1,1934.03,690.536,528.21,370.201,810.12,1345.24,809.142,1174.58,1688.71,961.587,1630.98,1472.61,1711.45,1668.42,879.102,1258.35,1209.13,1740.46,1227.17,1344.81,2661.84,"DDX50"
478.33,826.643,928.23,1285.58,287.761,286.638,214.486,710.571,801.225,702.821,704.411,981.879,526.415,835.037,1175.71,1272.46,1128.48,1092.73,1592.59,1842.62,1749.3,2149.82,1545.27,2569.09,"DDX51"
520.808,629.19,495.209,927.762,357.824,336.773,339.775,752.278,1024.59,1072.58,746.442,889.775,614.272,985.955,927.699,1149.72,815.921,615.165,894.668,695.038,1288.87,906.954,1025.79,1619.36,"DDX52"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DDX53"
2472.34,3084.18,3212.83,4754.56,1389.857,1127.802,838.261,2022.885,3382.68,2210.75,3338.99,3089.16,1706.517,2868.51,2792.7,3130.69,1781.961,1082.362,2007.406,1671.402,1897.997,2178.67,1688.353,2736.19,"DDX54"
258.157,240.781,300.773,383.8,89.8021,123.486,148.201,216.708,291.661,82.6976,239.164,353.891,233.455,377.746,398.763,520.766,631.825,464.925,471.173,569.636,642.883,612.083,563.862,971.332,"DDX55"
563,1009.28,1207.9989,1369,757,263.00003,376.146,706.3433,937,751.95133,735.418,1537.04,846,1116.28,1501.22,1473.62,1502.22,1357,2035.02,2141.73,2362.79,2225.14,2002,3248.35,"DDX56"
363.635,277.411,205.101,304.179,556.51,138.067,386.284,482.73,275.086,200.634,368.221,447,1379.14,2153.52,2337.68,2954.72,4769.56,3816.91,2002.41,1670.21,2435.02,1628.5,2174.76,3969.03,"DDX58"
102.976,0,0,0,115.93,36.9764,0.000266046,0.947879,0.0652953,0,0,0.000139754,233.302,349.78,150.249,351.9,142.165,132.632,43.6562,0,0,0,0.286258,37.0348,"DDX59"
4876.619,4535.601,4813.726,5817.6,4689.54,2660.733,7686.872,3310.113,4822.6,6181.75,5411.51,2800.313,7156.29,12353.39,11784.36,12502.25,13689.46,9862.39,7000.94,6956.4,10533.83,7121.56,9192.73,15930.54,"DDX6"
572.373,555,479.04,759.035,746.366,208,284.056,681.59,1045.94,459.255,935.9,369.666,1005.34,2439.73,2461.17,3151.83,2112.94,1519.56,1994.72,1609.48,2788.38,1493.35,1877.51,3570.57,"DDX60"
1699.66,1105.387,1264.955,1818.287,1980.496,147.897,1380.405,1557.188,890.371,1067.611,1113.356,682.37,2152.6777,2919.3515,73.0535,58.5801,4103.279,10318.106,54.363500148359,1442.4038,5588.093,2332.49,42.21116145,6397.167,"DDX60L"
982.4582,1167.0087,974.576,2133.8897,422.0008,455.6411,181.34797,803.88967,1352.9135,881.5283,961.9501,1539.17813,691.131,936.82605,1050.6047,1167.533,912.18495,429.8748,699.05818,678.83,635.24652,811.3856,604.60276,1131.8044,"DEAF1"
0,1.12111,0,0,0,0,0,0,0,0,1.03444,0,0,1.10125,0,1.07268,1.00544,0,0,0,2.0489,0,1.01701,2.01734,"DEAR"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEC1"
775.513,1323.91,815.71,2235.52,680.821,435.004,205.798,1004.52,1178.51,819.792,1483.72,1219.26,837.068,1292.09,1080.22,1460.09,2399.73,1712.77,1115.12,856.509,1704.69,996.7,1288.02,2068.71,"DECR1"
202,311,186,381,80.0056,50.3099,58.3279,180,516.122,210.073,174,271,77,99,109,142.001,81.126,83.1319,119,84,117,119,131.098,159.223,"DECR2"
1341.463,1332.257,1466.385,1631.96,1560.619,762.161,1117.976,1032.455,1447.067,1187.516,1776.57,1002.773,811.7272,1288.741,1096.3088,1285.2254,1818.022,1364.4546,1178.3501,890.7626,1143.5994,1007.064,1174.703,1506.2673,"DEDD"
574.824600249708,358.342900024084,280.9208,598.8092,1973.42900001545,170.75248743,633.94,455.8681217183,398.017,379.3003,702.7555,663.431,1311.7038,2526.5799,2010.7563,2684.121,3972.888,2777.4241,1547.5963,1078.026,1392.3807,1503.8954,1425.40160005866,1804.917423,"DEDD2"
3420.43,3264,2612,3398.07,3689.34,1167,2414.48,2450,1507.93,1849.74,2147.2,2588.83,2951.66,4508.43,5548.94,5509.71,6598.18,4987.62,5065.33,5045.77,5503.4,5323.33,4549.01,7614.89,"DEF6"
1468.1239,2529.6872,1758.8177,1335.91992,1339.2433,470.6518,705.8928,1823.6107,599.660451,923.3773,861.0241,1613.3611,1560.9391,1928.8162,2444.0557,3048.916,8199.083,7076.63,3496.681,2793.504,3071.131,2595.8241,3472.6622,3318.9615,"DEF8"
15301,179.77,158.825,89.6791,14652.5,42.952,26747,154.051,133.602,65.515,85.2969,260.585,152.649,66.9408,0,0,20.0891,155.427,94.6089,0,93.7743,19.4911,323.355,288.28,"DEFA1"
552338,4010.18,4412.12,1546.79,474595,561.543,398666,2263.6,952.036,1383.23,878.442,1184.57,2373.26,799.891,558.385,375.507,1876.24,5654.6,1960.36,498.848,1350.28,253.764,5059.74,3948.7,"DEFA1B"
1009640,1527.64,2417.98,403.065,273894,247.491,171678,2298.88,414.484,502.93,200.796,963.369,592.122,320.109,168.32,49.7786,422.71,3231.85,960.509,240.001,679.621,38.7878,35.3364,1222.29,"DEFA3"
51213.4,119,155.016,159.002,17355.2,139,14114.8,75,39,102.036,55,209.058,78,26.0312,20,10.0003,56.0033,233.036,81,22.0391,58,13,133.191,201.87,"DEFA4"
10.0044,0,0,0,3.00165,0,1.05292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFA5"
0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEFA6"
110.052,11.0545,0,3.70227,73.4799,0,12.506,2.00105,4.02589,6.0747,4.54732,14.341,0,2.00305,0,1.00043,0,0,2.00318,0,0,0,0,0,"DEFB1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB103A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB103B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB104A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB104B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB105A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB105B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB106A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB106B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB107A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB107B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB108B"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB110"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB112"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB113"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB114"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB115"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB116"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB118"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB119"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB121"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB123"
0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB124"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB125"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB126"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB127"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB128"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB129"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"DEFB130"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB131"
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"DEFB132"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB133"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB134"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB135"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB136"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB4A"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEFB4B"
1424.11,595.41,755.914,1317.33,1761.08,658.609,2267.04,546.141,884.399,800.733,1421.61,478.843,1138.79,1982.42,1692.26,2686,3022.78,1995.57,1639.38,1522.89,1921.98,1423.41,1699.54,2873.78,"DEGS1"
21,32,36,18,10,7,1.01073,30,114,13,21,167.035,8,21,16,9,3,20,2,25,14,11,8,10,"DEGS2"
5456.245,5534.2147,6715.0074,4638.0436,7626.144,2776.2386,4290.3969,4148.8147,8462.989,5460.529,8552.17,7453.33,3468.9623,5496.363,4794.4203,5775.8778,5971.7233,4507.1029,4034.0028,3246.8139,6319.346,4031.3536,5246.4513,7954.0699,"DEK"
2090.097,1902.918,1900.6085,3187.04,2716.007,1541.576,974.968,1132.1451,1589.924,1464.521,2182.165,1624.591,1097.2545,1507.053,1433.04,2123.229,1634.631,1357.822,1233.364,1051.191,1157.178,881.3709,1385.614,1297.599,"DENND1A"
322.2073,511.6517,490.83158,305.5395,476.3328,164.3701,549.1502,412.3168,433.56,296.0952,414.6725,264.0591,394.06968,827.2988,632.3241,614.0509,670.6834,601.3475,621.1766,567.25121,1024.7496,443.1783,807.3556,1533.2542,"DENND1B"
2181.003,1509.598,2063.393,2790.878,2262.068,1014.774,950.0004,1928.997,820.354,1371.167,1969.865,1895.467,1966.996,3245.565,4151.997,4226.705,4915.363,3182.1077,4647.084,4857.396,4088.717,5741.458,3692.995,5735.847,"DENND1C"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DENND2A"
139.0255,210.009,74.15756,115.5657,297.3939,60.3959,47.5069,155.0718,32.54897,156.8457,116.024000275729,28.1788,35.01425,43.0085,47.5218,47.032,40.0082,23.0416,49.0574,35.00714,79.1504,19.0145,61.0309,90.1953,"DENND2C"
814.058,680,511.908,637.543,948,276.499,412.61,701.172,323,475,883.553,720,2856.999,4617.166,6639.618,5722.884,5674.312,3108.378,5379.23,6482.234,7001.228,6547.999,5666.341,11565.95,"DENND2D"
353.6,511.566,215.008,158.617,1203.16,228.852,761.381,336.945,181.995,357.534,377.082,292.707,237.16,303.009,215.437,142.779,874.877,411.037,220.642,76.5455,407.17,503.239,344.721,96.3538,"DENND3"
1088.04,1213.023,1031.077,1050.103,1373.722,612.449,2311.687,1288.461,1699.127,1564.7,1417.788,946.513,1353.938,2660.63,2287.736,2270.387,2381.063,1771.12,1659.141,1810.15,3802.778,1544.0422,2417.268,5655.37,"DENND4A"
4676.68,4972.53,4410.45,4411.19,6764.88,2385.04,2802.6,4873.47,3738.99,3533.12,3680.45,4045.55,3970.3,6546.51,9032.73,8174.5,8754.47,8615.23,9071.75,9100.72,8367.02,9855.1,8396.58,9741.08,"DENND4B"
0.00156894,263.536,517.007,189.695,279.607,292.178,118.8,538.468,367.124,93.3868,355.832,336.305,836.535,789.009,975.212,894.997,716.057,573.359,758.652,997.139,1176.4,726.692,770.163,1929.08,"DENND4C"
2061.36,1258.62,874.6808,3029.049,3799.455,1686.75,5281.762,1171.548,840.0272,2335.418,2097.323,732.6064,633.4226,1428.623,1515.761,2223.324,902.854,1411.147,412.489,189.2867,447.781,451.7672,491.4384,675.524,"DENND5A"
84.3532,132.22,95.2941,203.375,32.4166,222.222,7.81622,104.243,97.2733,88.7825,42.9505,97.1768,193.022,206.73,250.506,390.823,22.3427,0,25.186,38.4804,71.2905,53.309,51.544,100.047,"DENND5B"
1.01637,2.51474,7.06688,7.63612,2.16463,0,3.52568,0,1,4.77757,4.51679,1.02276,2.00566,0,4.33107,0,0,0,0,5.38195,2.00336,0,0,9.34092,"DENND5B-AS1"
1102.12,1496.01,1454.99,1895.89,1473.93,714.463,1562.8,1172.71,1007.85,1491.69,2609.32,1076.69,1248.43,2198.91,1965.21,1974.92,2166.81,1613.35,1648.4,1589.92,2385.26,1640.59,1946.04,3583.75,"DENND6A"
356.002,413.133,290.002,595.756,264.002,243.266,78.0019,378.205,160.002,426,438,460.909,152,260.474,180.017,313.121,217.02,157.074,276.127,263.042,260.04,232.03,299.216,222.045,"DENND6B"
1956.81,2046.7,2144.06,3400.71,787.52,870.491,675.46,1539.34,1947.97,1351.68,2253.83,2793.22,1508.83,2167.26,2256.55,2390.2,2777.83,1795.02,2075.19,1693.08,2706.01,1854.4,2181.59,3895.29,"DENR"
425.05,304.214,145,627.124,229.1061,16.00009,135.0762,201.3315,906.701,442.098,298.1004,321.156,7,16.0024,17.00892,13.003,14.0009,6.00073,19.00385,2.00022,18.01559,6.00044355,15.00246,15.00187,"DEPDC1"
2,5,0,4,0,0,0,0,6,3.01894,1,0,0,0,0,0,0,0,0,0,0,2,0,0,"DEPDC1-AS1"
386.0256,263.249,176,348.474,210.0001,35.99996,149,174.00017,862.0989,276.0005,302.00041,345.0003,21.00002,32.0000000420974,20.00005,21,19,19,31.2215,29,35,27,20.0141,48.6088,"DEPDC1B"
0,0,1.75866,4.42793,1.71795,0,0,1.69164,0,0,0,4.78896,3.15218,0,0,0,0,0,0,0,1.06669,0,1.18507,0,"DEPDC4"
313.84817,345.32037190397,476.6805,456.5664,143.9922,207.77509,164.4392,386.4149,258.102603856,410.3339,372.6527,493.7733,422.10882,757.9577,740.4111,753.6171,672.028,525.636,598.29534,572.34957,647.6701728,619.17971,765.8211,1061.8676,"DEPDC5"
24,22.1883,10,18.0079,17,18,12.0083,9.00233,2,6.00431,17,22.0089,24.0109,37.0089,23.0151,37.0045,45,17.0104,53.021,46,44.0144,43.0182,41.0134,84.0881,"DEPDC7"
347,668.968,886,1506.99763,96,309,28,198,726,339,395,992.355,45,78.99997,67,75,47,19.0391,36,34,49,42,56.00001,89.03576,"DEPTOR"
488,578,537.0004,686.0004,233.0762,431.9997,95.99996,608.99963,407.9998,369.0183,597.3956,513.9997,470.99968,686.4451,492.23678,645.57754,553.15716,370.9999,474.55663,312.81799,563.50937,411.002,578.3261,776.85268,"DERA"
2100.413,1353.817,1085.994,2304.48,1017.577,766.184,1503.395,1059.614,1148.128,1430.381,1374.256,964.414,1656.0902,3249.4239,2538.0157,2718.6626,2887.219,1871.3881,2130.85,1805.3046,2974.1668,2183.2499,2448.9905,4344.958,"DERL1"
761.7798,690.1812,625.6435,941.8028,983.1717,358.9345,799.6445,536.4698,504.13525,729.3011,1081.5105,518.55939,529.24262,814.41739,749.428,845.74667,1386.19,1500.1172,858.5577,832.704,1334.8,854.06562,1099.2699,1813.05836,"DERL2"
130.0015,201.054,131.024,475.591,147.0024,100.0013,33.13189,123.0432,254.3214,136.0422,149.1622,565.442,96.7764,197.0332,249.0024,285.0824,292.3584,212.0415,385.2875,218.18697,299.0001,346.0351,185.06146,379.1917,"DERL3"
19.0817,11.0228,42.0788,157.31,4.05009,18.0217,4.00313,96.0323,1.01172,5.05053,88.0997,34.2661,28.0522,108.817,32.0645,89.9031,36.3279,0,35.0202,36.0429,8.00823,8.02135,14.2387,17.0407,"DES"
897.924,1083.79,662.304,1340.39,934.231,547.604,427.394,951.25,668.469,683.078,1148.26,752.719,764.944,1179.67,1365.85,1521.81,1780.33,1596.19,1657.32,1584.12,2065.17,1557.07,1637.22,2671.79,"DESI1"
454.26,443.685,500.90700001446,569.65100386356,247.615,166.251,457.5191,511.46,854.5861,514.1645,752.9877,598.4364,578.7591,1037.2975,775.4312,941.5779,899.222,479.2788,583.842,576.611,1199.4737,675.65,698.11300595665,1688.542,"DESI2"
83.2762,26.45792,46.5371,47.1186,18.312,26.5332,13.53992,55.8369,90.1356,3.048255,50.7284,103.5944,62.9634,156.2216,94.3435,138.2353,113.2452,35.5234,81.314,33.6212,39.3103317,24.8039,73.0857,61.1875,"DET1"
263.503,507.628,317.914,654.482,230.019,254.399,171.179,489.855,421.172,244.543,356.247,487.876,474.189,921.173,1018.46,1088.9,768.316,620.492,965.929,776.597,1130.33,813.019,899.19,1918.81,"DEXI"
413.843,609.17,535.463,912.321,274.1296,194.126,149.0495,423.674,676.498,417.531,516.939,975.263,410.747,859.916,843.74,959.829,940.52,797.281,1100.794,995.45,1427.206,974.177,958.941,2026.278,"DFFA"
230.451,239.2954,140.287,106.28,28.4498,22.597129426,4.05069,194.354,188.497,68.8579,218.023,363.424,122.5047,157.22,287.193,203.4729,256.68,20.217078747,1.85172e-05,41.756700138654,63.8453000638779,139.039,94.8762,40.294825509,"DFFB"
5.0000026,10.00566623,19.17547083,37,0,0.999999861,1.000000174,11.0137,1.002537071,4.01586599,1.000000056,12.02072,4.00000338,36.00374,14.00315078,43.1944,46,3.00322856,27.0408,6.00180555,12,17.03063556,7.02769057,60.0267,"DFNA5"
51.913,7.52913,52.1232,179.225,45.22,89.2477,112.752,15.9281,48.4824,170.655,269.368,5.29912,42.152,63.7491000159329,57.6046,83.44427,139.774837,64.0624,105.553,179.158,145.615,164.96600706024,2.99722,255.222,"DFNB31"
0,12.1297,5.60962,8.61176,10,0,0,5.63597,9.30813,0,12.0521,14.5295,0,0,14.6606,8.95053,17.0096,0,12.3706,0,22.5916,15.4216,6.12631,22.7074,"DFNB59"
1868.99,2303.98,1235.3,1813.78,1425.04,410.834,910.523,1517.88,1228.76,1214.18,1131.46,1896.15,823.914,1193.74,1490.81,1644,2134.48,2168.09,1508.32,1231,1381.53,1541.41,1466.8,1679.32,"DGAT1"
186.00011,87,298,313.9997,946.0004,28,506.9998,260.0101,199.0001,139.9997,438.9995,200.9996,422,484,337.0003,419.079,7366.5716,6185.0608,503.044,268,442.532,241,699,323.00000402073,"DGAT2"
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,"DGAT2L6"
66.778,63.126,107.6,104.103,91.8622,34.2402,43.4263,79.3551,79.4458,57.2564,70.0827,67.0929,41.4312,47.5514,69.9857,66.2659,168.032,178.947,81.2012,123.486,116.159,72.7169,88.9485,137.711,"DGCR11"
370.256,231.349,483.632,621.216,519.964,160.706,249.976,347.068,366.647,357.227,528.844,478.609,371.522,727.703,595.073,777.594,713.412,591.858,519.355,493.93,612.613,582.981,496.901,810.129,"DGCR14"
932.7440043,964.519000025287,651.5040741554,857.7132,929.18,372.841,883.8567,975.7194,813.6120996,661.654,1156.11872,1385.38,2021.42067,3463.2475879,2704.930273745,3559.02,5598.78,4108.8,2626.37,1697.9169,2225.41,2427.25,2203.5589,3438.5661,"DGCR2"
3,9,1.88895,2,1,0,0,1,0,2,1.12315,0,4,4,7,19,65.1474,35,14,32,13.0026,20,24,9,"DGCR5"
133.934,88.9608,165.062,464.864,164.359,43.1985,37.3738,79.9695,60.415,194.105,166.278,71.3308,46.3377,70.9423,90.6883,68.3317,37.1025,29.5428,83.0982,78.3896,48.4492,84.3329,53.2692,65.5717,"DGCR6"
1038.17,908.37,988.021,2046.83,421.147,314.813,272.341,673.043,607.091,643.475,886.532,847.479,602.73,801.021,1048.5,1126.84,713.959,319.921,727.548,636.269,733.173,605.746,559.147,1183.24,"DGCR6L"
712.1062,898.5812,745.542,784.1924,251.1976,277.0391,258.76300242476,666.005,1077.1132,543.244,469.4258,996.1562,809.6478,1246.18,1512.5684,1400.274,1405.924,1104.4308,1511.5875,1527.6724,1866.531,1613.669,1467.5249,2451.384,"DGCR8"
14.0854,42.0955,11.0198,10.0066,2.0001,9.02987,14.0375,12,3.02216,14.0041,7.00401,2,9,6.01535,8.33102,13.0052,28.289,13.992,28.0142,26.0158,30.0715,27.0013,22.0111,3.00253,"DGCR9"
519.293,555.577000123676,894.601,474.03400115595,633.507,392.249,310.915,809.838,317.9608,454.567,565.513,492.596,2530.04,2591.7000264442,6251.88,4891.89000006775,5072.830645123,2134.08000226036,6590.78,6885.27,5092.67,7358.39,5028.76,9118.52,"DGKA"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DGKB"
